idx,parent_device_id,product_type,air_temp [K],process_temp [K],speed [RPM],torque [Nm],tool_wear [min],target
12236,11322,L,301.05,310.59,1358,61.58,67,failure
12237,3472,L,301.8,310.7,1523,43.3,60,normal
12238,14788,L,298.33,309.29,1433,49.16,221,failure
12239,15826,L,300.38,309.79,1665,29.0,145,failure
12240,6620,M,301.6,310.7,1791,23.8,81,normal
12241,12443,L,300.07,310.55,2494,13.28,161,failure
12242,14237,H,301.94,310.42,1285,62.39,22,failure
12243,16424,H,302.7,310.56,1292,55.12,22,failure
12244,11777,L,299.88,309.16,1313,62.02,67,failure
12245,12306,L,303.51,311.86,2663,11.44,76,failure
12246,3064,M,300.1,309.1,1731,30.4,92,normal
12247,16197,L,302.44,310.38,1355,55.88,66,failure
12248,13302,M,298.66,308.85,2671,10.94,88,failure
12249,4116,M,302.0,310.5,1381,58.4,201,normal
12250,339,M,297.5,308.2,1713,32.2,17,normal
12251,5275,L,303.7,313.1,1423,41.2,124,normal
12252,14226,L,299.15,308.93,1514,48.07,227,failure
12253,5622,L,302.9,312.2,1571,40.6,139,normal
12254,4040,L,302.0,310.8,1767,27.4,11,normal
12255,11142,L,302.4,310.65,1444,41.91,210,failure
12256,10,H,298.4,308.9,1782,23.9,24,normal
12257,8773,L,297.5,308.6,1585,37.6,2,normal
12258,18588,L,297.77,308.25,1362,55.82,215,failure
12259,2841,L,300.3,309.4,1705,29.4,190,normal
12260,952,L,295.5,306.2,1448,48.9,65,normal
12261,9543,M,299.5,310.9,1378,48.7,119,normal
12262,2447,L,299.3,308.7,1408,48.7,85,normal
12263,17122,L,301.52,311.24,1369,56.29,207,failure
12264,139,L,298.8,308.6,1268,55.8,155,normal
12265,1738,H,298.4,307.9,1948,21.4,136,normal
12266,5388,M,302.8,312.3,1432,49.0,218,normal
12267,13787,H,299.84,309.85,1397,50.35,213,failure
12268,14975,L,298.72,308.78,2868,4.37,117,failure
12269,7034,H,300.6,310.6,1830,26.2,78,normal
12270,1365,L,298.7,310.1,1676,33.5,70,normal
12271,15518,L,301.9,311.91,1427,48.33,220,failure
12272,14661,L,303.4,311.79,1364,50.18,199,failure
12273,15014,L,302.36,310.69,1374,54.65,122,failure
12274,10237,L,302.82,311.44,1313,62.43,42,failure
12275,11095,L,301.48,310.55,1403,59.05,193,failure
12276,1464,L,298.8,310.0,1412,46.3,107,normal
12277,4782,L,303.8,312.5,1368,52.6,123,normal
12278,17912,L,298.28,309.01,1457,58.24,208,failure
12279,9393,H,297.7,308.2,1489,43.0,151,normal
12280,13797,H,303.19,311.49,1373,52.67,110,failure
12281,7164,M,300.2,310.1,1474,44.0,198,normal
12282,7765,H,300.3,311.6,1427,56.2,8,normal
12283,8218,L,299.1,310.5,1485,37.8,46,normal
12284,16899,L,303.34,311.57,1364,50.31,29,failure
12285,17075,L,301.6,310.7,1380,51.78,216,failure
12286,11433,M,302.59,310.49,1350,50.13,6,failure
12287,15254,H,303.23,311.56,1373,52.86,110,failure
12288,10245,L,297.52,308.28,2564,12.8,126,failure
12289,4919,L,303.3,312.2,1506,40.0,50,normal
12290,1048,L,296.5,307.6,1607,33.5,104,normal
12291,6719,M,301.4,310.6,1431,40.6,101,normal
12292,8488,L,298.4,309.4,1385,43.2,119,normal
12293,7582,H,300.4,311.2,1489,45.3,180,normal
12294,14476,M,300.7,311.02,2064,19.19,222,failure
12295,13735,L,303.27,311.74,1340,47.62,209,failure
12296,14140,L,302.54,311.07,1330,45.75,208,failure
12297,18665,L,299.05,308.5,1265,68.56,76,failure
12298,17914,M,303.08,311.33,1373,47.41,62,failure
12299,16965,L,300.28,310.07,1414,62.71,204,failure
12300,12423,L,302.37,310.46,1377,52.27,165,failure
12301,2803,L,300.2,309.5,1343,50.2,98,normal
12302,17219,H,300.4,309.9,1395,46.3,210,failure
12303,11724,L,300.8,309.69,1439,39.61,214,failure
12304,14564,L,301.54,310.56,1378,53.44,210,failure
12305,6417,L,300.3,309.9,1540,39.9,203,normal
12306,16316,L,299.7,309.58,1432,60.17,130,failure
12307,4636,L,303.0,311.3,1466,43.0,210,normal
12308,9039,M,297.3,308.3,1341,51.9,51,normal
12309,8173,H,299.9,311.4,1497,37.0,162,normal
12310,18465,L,301.96,309.9,1309,56.4,195,failure
12311,10382,L,303.03,311.23,1339,51.47,173,failure
12312,8917,M,297.1,308.2,1529,37.9,183,normal
12313,14311,L,298.84,308.29,1543,37.18,203,failure
12314,3286,L,301.2,310.0,1618,37.6,32,normal
12315,4459,L,302.6,310.4,1743,26.3,191,normal
12316,14721,L,302.13,310.57,1325,59.32,88,failure
12317,18847,L,302.28,311.31,1449,59.41,158,failure
12318,15107,L,300.59,310.53,1362,60.27,205,failure
12319,5926,L,300.2,310.1,1440,51.1,41,normal
12320,8070,M,300.5,312.0,1867,23.0,103,normal
12321,6820,L,300.8,310.6,1551,34.5,153,normal
12322,4671,L,303.3,311.4,1511,43.4,65,normal
12323,4323,L,301.8,310.3,1341,50.5,64,failure
12324,6456,L,300.7,310.2,1387,50.6,83,normal
12325,16762,L,301.39,310.64,1334,59.56,186,failure
12326,17463,L,300.21,310.98,1338,58.29,193,failure
12327,1704,M,298.1,307.8,1503,44.7,54,normal
12328,13520,M,302.4,310.33,1374,51.51,158,failure
12329,10874,L,300.44,309.69,1364,49.87,215,failure
12330,1705,M,298.1,307.8,1608,32.6,57,normal
12331,10535,L,296.65,306.8,1373,54.08,216,failure
12332,8052,L,300.5,311.9,1403,45.7,54,normal
12333,5988,H,300.7,310.8,1296,58.2,204,normal
12334,11473,L,300.0,309.03,1415,51.68,228,failure
12335,13773,H,299.35,308.79,1288,63.55,150,failure
12336,8541,L,298.5,309.5,1738,25.2,49,normal
12337,11277,L,302.04,310.83,1377,50.72,211,failure
12338,4016,L,302.1,310.9,1658,30.3,186,normal
12339,18182,M,301.63,310.03,1384,63.25,140,failure
12340,17589,L,301.5,310.27,1311,62.87,43,failure
12341,8456,L,298.6,309.9,1556,38.6,36,normal
12342,8560,L,298.3,309.0,1408,45.4,98,normal
12343,13210,L,297.66,308.25,1400,54.52,215,failure
12344,6762,L,301.4,310.8,1362,53.2,4,normal
12345,5491,M,302.7,312.2,1350,58.6,2,normal
12346,5352,M,303.4,312.8,1590,36.3,113,normal
12347,18490,L,301.81,311.83,1265,69.21,222,failure
12348,9477,M,298.8,309.6,1693,33.3,170,normal
12349,7437,L,299.8,311.3,1727,30.0,24,normal
12350,7383,M,299.7,310.4,1410,44.5,105,normal
12351,10307,L,298.48,309.01,1869,24.77,209,failure
12352,3678,L,302.2,311.5,1567,33.1,168,normal
12353,4559,L,302.7,310.7,1433,43.7,13,normal
12354,11730,L,302.16,311.11,1337,66.32,193,failure
12355,9575,M,299.6,310.8,1603,35.4,202,normal
12356,13254,L,303.83,312.99,1364,60.23,204,failure
12357,16225,L,299.1,309.12,1453,41.61,208,failure
12358,18484,L,301.9,311.42,1497,37.06,205,failure
12359,8455,L,298.6,309.9,1356,59.5,34,normal
12360,11856,L,298.21,308.41,1310,61.02,189,failure
12361,7858,L,300.5,311.9,1350,51.7,18,normal
12362,574,M,297.9,310.0,1439,41.7,185,normal
12363,43,H,298.8,309.2,1372,48.5,120,normal
12364,17275,L,301.6,311.31,1457,49.74,208,failure
12365,5086,L,304.0,313.0,1541,45.9,64,normal
12366,13135,L,302.35,310.62,1377,50.31,165,failure
12367,4064,L,301.9,310.7,1480,47.1,68,normal
12368,14234,L,303.62,312.86,1365,59.46,205,failure
12369,13534,M,299.02,309.51,1326,59.83,202,failure
12370,870,L,295.8,306.4,1325,56.2,65,normal
12371,2301,M,299.2,308.6,1586,35.7,138,normal
12372,16818,L,301.9,310.4,1372,47.96,73,failure
12373,6146,M,301.1,311.1,1470,40.6,159,normal
12374,9961,L,298.2,307.9,1399,54.9,139,normal
12375,3567,L,301.8,310.5,1548,34.1,93,normal
12376,17529,L,299.66,311.06,1369,48.49,223,failure
12377,3856,M,302.4,311.2,1330,58.6,201,normal
12378,10875,L,299.62,309.94,1275,64.65,211,failure
12379,258,L,298.1,308.2,1482,37.9,17,normal
12380,776,L,296.7,307.8,1468,39.2,35,normal
12381,5480,H,302.7,312.1,1478,36.0,191,normal
12382,7907,L,300.8,312.3,1858,26.3,144,normal
12383,13541,L,302.51,310.75,1372,47.41,16,failure
12384,6184,L,301.0,311.0,1553,35.8,26,normal
12385,9513,M,299.0,310.2,1598,33.4,44,normal
12386,5133,L,304.1,313.2,1824,25.8,186,normal
12387,16938,L,302.06,310.37,1371,51.54,156,failure
12388,10773,L,302.3,310.23,1359,45.88,7,failure
12389,18141,L,301.41,310.77,1290,68.2,113,failure
12390,8572,M,297.7,308.5,1559,35.2,127,normal
12391,3278,L,301.3,310.0,1506,40.8,11,normal
12392,10241,L,297.78,308.27,1366,52.06,218,failure
12393,18957,L,299.11,309.31,1375,51.85,223,failure
12394,8454,L,298.6,310.0,1522,40.3,32,normal
12395,12201,L,302.46,310.26,1327,53.68,54,failure
12396,437,L,297.3,308.3,1538,38.5,47,normal
12397,1907,L,297.9,307.6,1504,42.4,180,normal
12398,13415,L,299.82,310.4,1367,56.28,204,failure
12399,0,M,298.1,308.6,1551,42.8,0,normal
12400,6454,L,300.7,310.1,1598,32.8,79,normal
12401,6841,M,301.1,311.2,1591,35.0,208,normal
12402,5700,L,302.5,311.9,1497,41.6,123,normal
12403,16057,M,302.4,310.3,1377,54.05,164,failure
12404,9889,H,298.8,309.6,1516,40.2,152,normal
12405,14944,L,299.32,309.53,1484,39.06,213,failure
12406,8785,L,297.5,308.6,1694,27.1,36,normal
12407,16793,L,299.79,309.7,1290,63.05,220,failure
12408,5846,L,301.4,311.3,1674,33.3,46,normal
12409,14212,L,301.29,310.92,1366,53.55,201,failure
12410,12063,H,300.39,309.24,1310,59.93,21,failure
12411,14430,L,298.24,308.8,1326,58.04,205,failure
12412,12309,L,302.33,310.85,1359,45.29,67,failure
12413,3938,L,302.5,311.5,1603,32.4,194,normal
12414,18211,L,300.74,309.8,2838,5.36,188,failure
12415,14287,L,299.36,308.59,1513,32.1,210,failure
12416,3789,L,302.3,310.8,1650,32.4,26,normal
12417,11012,L,299.22,309.94,1355,52.46,212,failure
12418,9952,L,298.2,307.8,1429,46.9,117,normal
12419,2316,L,299.2,308.8,1542,39.2,179,normal
12420,15132,L,297.0,307.81,1316,61.21,200,failure
12421,15939,L,298.29,309.29,1336,56.2,205,failure
12422,9081,L,297.3,308.0,1527,35.1,165,normal
12423,17992,H,298.85,310.04,1377,62.49,92,failure
12424,9682,L,299.1,310.0,1394,46.6,27,normal
12425,17942,M,300.41,310.2,1671,30.5,233,failure
12426,3649,L,302.2,311.5,1481,40.4,93,normal
12427,12126,L,302.3,310.1,1321,52.68,134,failure
12428,62,L,298.8,309.0,1829,22.9,172,normal
12429,1370,L,298.7,310.3,1451,40.0,86,normal
12430,1939,M,298.1,307.9,1303,53.9,52,normal
12431,198,L,298.4,308.7,1588,35.0,99,normal
12432,6015,M,300.8,310.8,1520,38.0,45,normal
12433,11381,H,299.18,310.38,1444,47.87,49,failure
12434,14520,L,301.74,310.24,1310,57.24,40,failure
12435,15930,L,301.67,312.05,1505,40.95,211,failure
12436,11135,L,300.29,309.64,1510,48.13,229,failure
12437,9928,M,298.4,308.5,1576,27.4,55,normal
12438,14133,L,300.25,310.56,1321,67.3,18,failure
12439,12897,L,302.33,310.7,1375,48.3,164,failure
12440,15721,L,302.98,311.29,1335,53.49,163,failure
12441,2234,L,299.4,308.6,1492,40.5,181,normal
12442,5702,L,302.3,311.7,1544,43.2,128,normal
12443,15063,L,297.5,308.41,1369,50.59,220,failure
12444,678,M,297.8,309.2,1295,61.2,12,normal
12445,7849,M,300.3,311.7,1374,47.9,222,failure
12446,758,L,296.8,308.0,1497,41.7,231,normal
12447,15452,L,302.97,311.51,1371,44.12,36,failure
12448,13123,L,300.26,310.65,1367,56.26,204,failure
12449,5682,H,302.3,311.6,1441,53.9,74,normal
12450,1615,L,297.8,307.9,1447,48.6,46,normal
12451,15044,L,302.24,311.98,2714,9.54,84,failure
12452,2389,L,299.2,308.5,1867,27.0,138,normal
12453,9818,M,298.6,309.4,1407,45.1,176,normal
12454,12740,L,299.1,309.19,1408,64.97,190,failure
12455,7188,L,300.4,310.4,1286,56.8,46,normal
12456,11641,H,299.44,309.26,1377,61.21,96,failure
12457,15844,L,298.98,309.06,1407,64.73,191,failure
12458,5948,L,300.7,310.8,2113,18.5,95,normal
12459,18637,L,302.27,310.48,1365,65.96,83,failure
12460,17608,L,299.74,308.82,1546,37.75,204,failure
12461,11100,L,302.01,310.51,1326,57.17,86,failure
12462,968,L,295.9,306.7,1547,40.9,107,normal
12463,16513,L,299.23,308.82,1377,50.88,219,failure
12464,5703,H,302.3,311.7,1456,45.4,130,normal
12465,18294,L,302.49,310.62,1370,47.26,144,failure
12466,8958,M,297.4,308.1,1734,27.7,70,normal
12467,11324,L,299.92,309.77,1380,57.06,203,failure
12468,12033,L,301.07,310.21,1379,51.49,216,failure
12469,17477,L,302.58,310.74,1330,51.69,152,failure
12470,3412,L,301.3,310.3,1313,55.6,127,normal
12471,3536,L,302.0,311.0,1632,34.2,18,normal
12472,12636,M,302.77,311.69,2705,9.83,3,failure
12473,1256,M,297.5,308.9,1535,37.7,12,normal
12474,3018,M,300.5,309.8,1566,35.9,204,normal
12475,16247,L,299.6,309.97,1328,64.33,204,failure
12476,13567,L,299.95,309.53,1268,61.94,192,failure
12477,12340,L,302.48,310.56,1301,63.43,222,failure
12478,13856,H,297.66,307.68,1608,35.82,221,failure
12479,7021,H,300.7,310.6,1631,32.6,43,normal
12480,3727,L,302.3,311.2,1786,24.3,81,normal
12481,12121,L,299.51,310.21,1269,68.25,200,failure
12482,4321,L,301.7,310.2,1686,28.9,59,normal
12483,16192,H,297.15,308.27,1383,62.35,98,failure
12484,14280,L,298.5,308.53,1310,59.96,188,failure
12485,13746,L,301.76,310.17,1441,44.94,223,failure
12486,2528,L,298.8,308.6,1730,25.9,59,normal
12487,17274,L,300.45,309.91,1615,31.11,229,failure
12488,680,M,297.8,309.1,1432,42.6,17,normal
12489,1928,L,298.0,307.8,1623,29.9,24,normal
12490,6648,L,301.5,310.4,1488,41.1,151,normal
12491,17907,L,300.84,310.35,1404,48.31,206,failure
12492,10583,L,299.32,309.28,1452,41.84,208,failure
12493,16024,L,301.13,310.81,1279,67.55,10,failure
12494,5736,M,302.4,311.9,1439,36.6,212,normal
12495,666,L,297.5,309.0,1470,43.5,191,normal
12496,5261,L,303.4,312.8,1513,35.8,92,normal
12497,9945,L,298.3,308.0,1578,37.8,101,normal
12498,12630,L,302.89,312.37,1261,69.42,232,failure
12499,9562,M,299.7,311.0,1435,50.1,168,normal
12500,16907,H,300.6,309.43,1416,51.6,231,failure
12501,16586,L,299.13,310.61,1743,26.93,223,failure
12502,6256,L,301.0,310.6,1493,37.8,206,failure
12503,14058,L,300.74,311.36,1322,67.3,18,failure
12504,1831,M,297.8,307.3,1315,54.0,180,normal
12505,18713,L,301.18,310.19,1304,65.35,62,failure
12506,10575,L,302.84,310.96,1310,52.13,40,failure
12507,12757,H,303.16,311.92,1371,55.08,111,failure
12508,16087,L,303.9,312.95,1364,61.18,202,failure
12509,10476,L,299.18,309.64,1290,62.9,214,failure
12510,15545,H,300.34,309.9,1394,46.56,210,failure
12511,15613,L,299.95,311.03,2578,12.52,68,failure
12512,12739,L,301.89,311.12,1272,64.79,182,failure
12513,15266,L,301.06,310.49,1710,29.42,200,failure
12514,12213,L,300.15,310.02,1456,59.36,174,failure
12515,584,H,297.6,309.6,1419,48.2,215,normal
12516,10459,M,300.36,310.32,1673,30.34,232,failure
12517,16724,L,302.72,312.03,1287,70.25,96,failure
12518,12107,L,300.36,310.4,1291,56.32,216,failure
12519,14047,H,298.69,309.64,1436,48.08,36,failure
12520,11413,L,302.4,310.82,1328,57.45,94,failure
12521,4042,L,302.0,310.9,1564,39.0,15,normal
12522,13004,L,301.47,311.01,1336,62.52,203,failure
12523,10688,L,301.63,310.13,1325,48.25,76,failure
12524,15499,L,299.08,309.36,1472,58.69,169,failure
12525,18659,L,301.06,310.04,1316,57.89,12,failure
12526,2695,L,300.0,309.5,1869,22.7,49,normal
12527,2102,L,299.3,309.3,1325,62.0,47,normal
12528,4173,M,302.2,310.6,1346,49.2,134,failure
12529,17861,H,301.45,310.61,1396,49.04,209,failure
12530,7613,L,300.5,311.3,1475,46.3,49,normal
12531,12060,L,299.58,309.48,1278,68.97,68,failure
12532,8124,L,300.2,311.4,1568,41.0,32,normal
12533,12358,L,300.87,310.41,1402,60.11,189,failure
12534,2506,M,299.2,309.1,1503,34.7,6,normal
12535,10538,L,298.8,308.92,1408,57.86,215,failure
12536,5312,L,303.6,312.9,1873,23.5,7,normal
12537,3646,M,302.2,311.5,1863,25.7,85,normal
12538,12165,L,297.95,309.0,2270,15.84,202,failure
12539,7369,M,299.6,310.1,1646,29.6,73,normal
12540,12573,L,302.49,310.57,1263,67.77,198,failure
12541,14789,L,303.39,311.81,1364,50.46,89,failure
12542,8387,L,298.8,309.9,1351,47.2,73,normal
12543,10800,L,301.22,310.38,1451,60.41,146,failure
12544,13890,M,301.47,310.38,1758,28.25,220,failure
12545,16628,L,299.82,309.81,1467,58.81,165,failure
12546,16913,L,301.86,311.12,1454,47.63,209,failure
12547,1886,L,297.9,307.6,1503,40.7,124,normal
12548,17446,L,298.92,309.79,1287,61.97,215,failure
12549,6908,L,300.9,311.3,1613,32.7,170,normal
12550,797,L,296.8,307.7,1565,40.1,89,normal
12551,333,L,297.5,308.2,1647,31.3,3,normal
12552,12202,H,302.49,310.81,1354,56.41,101,failure
12553,13776,M,303.24,312.37,2706,9.78,50,failure
12554,17376,L,296.99,307.59,1319,68.1,23,failure
12555,2683,L,299.8,309.5,1590,28.5,23,normal
12556,491,L,297.4,309.2,1420,45.6,193,normal
12557,6368,M,300.0,309.6,1423,48.7,67,normal
12558,10413,L,302.78,311.18,1367,58.63,92,failure
12559,17977,H,303.17,311.45,1330,51.57,68,failure
12560,15080,L,301.03,310.66,1574,38.13,224,failure
12561,14757,L,303.12,312.29,2667,11.6,27,failure
12562,9428,H,298.2,308.8,1837,28.4,34,normal
12563,12207,L,300.73,310.65,1339,59.14,203,failure
12564,16097,L,302.1,311.48,1227,67.7,190,failure
12565,17961,L,301.31,311.47,1255,71.6,138,failure
12566,14167,L,298.44,308.9,1402,55.88,217,failure
12567,565,H,297.7,309.7,1570,35.8,160,normal
12568,9005,L,297.2,307.9,1337,58.1,184,normal
12569,8147,L,299.5,310.8,1447,41.0,93,normal
12570,5345,L,303.5,312.8,1524,39.4,96,normal
12571,16876,L,301.32,309.84,1339,60.57,111,failure
12572,6358,M,300.2,309.8,1466,45.7,41,normal
12573,18753,L,302.59,310.99,1329,49.27,109,failure
12574,9701,L,298.8,309.8,1485,42.4,74,normal
12575,4882,L,303.7,312.5,1462,46.2,165,normal
12576,622,M,298.4,310.2,1725,32.0,80,normal
12577,6588,L,301.6,310.7,1457,40.4,213,normal
12578,16748,H,300.83,310.3,1363,65.19,207,failure
12579,5062,L,304.0,312.9,1313,53.9,202,normal
12580,16508,L,299.94,309.44,1265,68.74,192,failure
12581,11286,L,302.01,310.77,1345,58.19,205,failure
12582,15532,L,303.24,312.28,1358,57.02,194,failure
12583,14402,L,297.74,308.27,1386,57.11,199,failure
12584,10754,L,302.12,310.52,1341,51.85,109,failure
12585,14688,L,302.06,311.7,1336,57.56,187,failure
12586,7773,L,300.3,311.4,1759,24.8,34,normal
12587,2489,H,298.9,308.7,1500,41.6,187,normal
12588,12981,L,303.18,311.26,1306,54.54,43,failure
12589,9832,L,298.4,309.2,2118,17.7,210,normal
12590,18851,H,301.43,310.24,1329,62.13,159,failure
12591,17941,H,303.36,311.78,1400,52.91,208,failure
12592,8030,L,300.6,312.0,1490,42.2,3,normal
12593,8865,L,297.9,309.0,1290,49.8,43,normal
12594,19234,L,297.64,308.4,1471,40.64,219,failure
12595,5566,L,302.4,312.0,1457,45.5,206,normal
12596,6022,L,300.7,310.9,1521,39.4,61,normal
12597,2417,L,298.9,308.3,1576,36.6,7,normal
12598,1045,H,296.4,307.5,1403,52.8,94,normal
12599,10071,H,303.28,311.65,1373,53.1,110,failure
12600,3020,L,300.4,309.6,1543,38.1,209,normal
12601,15566,M,302.24,310.17,1377,52.61,143,failure
12602,12567,L,299.92,309.54,2524,13.14,175,failure
12603,7078,L,300.7,310.5,1357,52.6,199,normal
12604,1951,L,298.0,307.8,1839,22.7,79,normal
12605,2129,H,299.4,309.0,1607,33.7,130,normal
12606,14177,L,301.86,310.55,1364,48.1,213,failure
12607,5293,M,303.9,313.4,1464,49.1,171,normal
12608,9777,L,298.6,309.6,1387,57.6,50,normal
12609,1234,H,297.2,308.5,2440,14.0,166,normal
12610,12813,L,302.82,311.54,1274,66.1,92,failure
12611,13174,L,303.31,311.95,1355,56.24,191,failure
12612,15780,L,302.46,310.95,1376,48.84,33,failure
12613,19306,L,302.7,311.15,1284,68.28,111,failure
12614,14450,L,303.0,311.89,1487,46.15,242,failure
12615,4041,L,302.0,310.9,1539,34.2,13,normal
12616,15439,L,300.98,310.14,1381,52.28,216,failure
12617,2676,L,299.7,309.3,1592,34.2,8,normal
12618,9577,M,299.5,310.7,1364,49.5,0,normal
12619,12290,L,303.04,311.25,1335,52.64,171,failure
12620,12145,L,299.9,309.43,1261,63.93,95,failure
12621,8378,M,298.8,309.9,1331,61.6,46,normal
12622,14176,L,300.34,309.96,1972,20.93,203,failure
12623,5551,H,302.4,311.9,1366,47.3,162,normal
12624,3913,M,302.4,311.4,1675,29.6,128,normal
12625,18164,L,297.75,308.07,1317,64.43,20,failure
12626,15656,L,297.6,308.41,1362,51.95,213,failure
12627,16093,L,303.4,312.04,1414,51.51,111,failure
12628,12971,L,301.21,310.51,1642,29.74,234,failure
12629,6104,M,300.8,310.8,1461,41.3,53,normal
12630,7509,L,300.6,311.9,1372,60.1,212,failure
12631,3364,L,301.4,310.5,1633,39.5,0,normal
12632,7609,L,300.5,311.3,1490,41.8,39,normal
12633,17040,M,301.9,311.31,1419,44.43,208,failure
12634,658,L,297.7,309.1,1562,36.8,172,normal
12635,14178,L,301.74,310.21,1361,55.13,69,failure
12636,4598,L,303.1,311.2,1399,49.2,111,normal
12637,4390,M,302.2,310.1,1421,45.4,9,normal
12638,13300,L,302.33,310.82,1323,58.14,87,failure
12639,12883,L,302.37,310.5,1375,49.71,164,failure
12640,5589,M,302.5,311.9,1298,57.5,57,normal
12641,19032,L,299.28,309.31,1353,55.78,207,failure
12642,11810,L,302.6,310.67,1366,63.78,85,failure
12643,19065,L,303.35,311.52,1370,47.11,60,failure
12644,8304,M,298.7,310.1,1506,50.7,53,normal
12645,17949,L,299.6,309.41,1296,64.39,212,failure
12646,16354,H,297.5,307.87,1611,35.63,219,failure
12647,15949,L,302.72,311.51,1365,56.85,90,failure
12648,2370,L,299.2,308.4,1620,34.1,89,normal
12649,15921,L,300.89,311.66,1546,34.25,208,failure
12650,9353,L,298.2,308.8,1345,44.3,37,normal
12651,4180,L,302.4,310.8,1686,28.8,150,normal
12652,7971,L,301.0,312.1,1405,46.1,79,normal
12653,17002,L,299.6,309.53,1879,23.38,220,failure
12654,18168,L,296.83,307.68,1369,52.17,218,failure
12655,9016,L,297.3,308.2,1396,52.7,212,failure
12656,13374,L,302.4,310.55,1369,47.96,146,failure
12657,16622,L,303.61,312.42,1361,54.97,195,failure
12658,3966,L,302.3,311.5,1530,37.8,57,normal
12659,9263,L,298.3,309.1,1593,40.1,18,normal
12660,12452,L,301.07,310.88,1364,58.72,206,failure
12661,19107,L,303.15,311.26,1308,53.35,86,failure
12662,12295,M,299.4,308.68,1221,64.24,83,failure
12663,3852,L,302.3,310.9,2034,19.7,190,normal
12664,4884,H,303.8,312.5,1655,28.0,170,normal
12665,13605,L,303.39,312.26,1282,69.89,93,failure
12666,16465,M,302.21,310.17,1377,49.73,164,failure
12667,5513,M,302.8,312.2,1452,50.3,60,normal
12668,2178,L,299.6,309.2,1602,37.3,31,normal
12669,4050,L,301.8,310.8,1456,46.6,35,normal
12670,15008,M,300.7,309.85,2007,19.69,206,failure
12671,427,M,297.5,308.5,1496,42.2,22,normal
12672,648,H,297.7,309.3,1400,48.9,147,normal
12673,18667,L,296.95,308.12,2855,4.83,160,failure
12674,8668,L,297.5,308.8,1502,45.9,150,normal
12675,2169,L,299.5,309.1,1415,49.2,8,normal
12676,3601,L,301.7,310.5,1377,43.1,183,normal
12677,18501,L,302.31,310.25,1348,61.41,106,failure
12678,7350,L,299.7,310.2,1469,39.5,26,normal
12679,9783,H,298.8,309.9,1466,44.6,66,normal
12680,16307,L,302.08,310.2,1331,52.68,50,failure
12681,5867,L,301.5,311.0,1494,45.3,99,normal
12682,19147,M,303.63,312.52,2660,11.4,41,failure
12683,19125,L,302.75,310.61,1307,53.75,86,failure
12684,3181,L,300.2,309.4,1527,37.0,194,normal
12685,15228,L,297.43,307.92,2719,9.34,21,failure
12686,18481,L,301.74,310.33,1328,57.54,80,failure
12687,16511,L,299.86,309.7,1290,63.13,220,failure
12688,3349,L,301.4,310.7,1673,27.8,181,normal
12689,11720,L,302.65,310.59,1345,47.73,169,failure
12690,7160,M,300.2,310.1,1485,40.5,188,normal
12691,13034,L,297.93,308.65,1410,64.07,8,failure
12692,6554,M,301.4,310.7,1639,29.8,127,normal
12693,13215,L,299.35,308.89,1312,57.06,188,failure
12694,3650,L,302.1,311.4,-1,39.7,95,normal
12695,12642,L,301.91,311.66,-1,69.89,100,failure
12696,3498,L,301.9,311.0,-1,54.9,128,normal
12697,8532,L,298.6,309.4,-1,55.5,28,normal
12698,5182,L,303.9,313.1,1586,31.9,108,normal
12699,13953,L,302.7,310.63,1362,45.5,10,failure
12700,8024,L,300.9,312.0,1493,38.7,217,normal
12701,7239,L,299.8,310.1,1553,42.0,177,normal
12702,10408,L,302.56,310.63,1330,51.47,151,failure
12703,877,M,295.6,306.2,1584,33.6,81,normal
12704,9246,L,298.3,308.9,1862,27.0,172,normal
12705,11186,L,302.44,310.27,1350,45.57,168,failure
12706,11049,L,303.2,311.43,1345,52.98,7,failure
12707,8719,L,297.2,308.8,1451,43.1,68,normal
12708,10804,L,301.91,309.78,1298,64.95,227,failure
12709,2967,L,300.6,309.4,1369,51.6,71,normal
12710,667,L,297.5,308.9,1459,48.5,193,normal
12711,8436,L,298.7,309.9,1371,51.3,201,normal
12712,6508,H,301.0,310.1,1756,30.7,2,normal
12713,3598,L,301.7,310.5,1399,53.2,174,normal
12714,14126,L,302.3,311.09,1446,49.08,221,failure
12715,8528,L,298.4,309.3,1512,35.8,18,normal
12716,17280,L,300.74,309.67,1438,39.57,214,failure
12717,15179,H,298.61,309.44,1433,50.27,34,failure
12718,14847,L,302.11,310.6,1369,44.88,85,failure
12719,10064,L,301.71,310.84,1441,44.43,211,failure
12720,14390,L,302.73,311.37,1367,56.02,30,failure
12721,8910,L,297.1,308.4,1550,37.0,167,normal
12722,16322,L,303.17,311.22,1315,57.03,88,failure
12723,14794,L,300.98,310.58,1492,37.97,205,failure
12724,6418,H,300.3,309.9,1405,52.1,205,normal
12725,9580,M,299.5,310.7,1423,56.5,7,normal
12726,6087,M,300.9,310.8,1599,33.0,7,normal
12727,11260,L,300.91,310.61,1401,59.37,189,failure
12728,1889,H,297.7,307.4,1432,40.2,132,normal
12729,728,M,297.4,308.7,1425,50.3,152,normal
12730,14751,L,301.93,311.52,1367,56.96,207,failure
12731,14860,L,297.91,308.45,1263,68.8,106,failure
12732,1923,L,298.0,307.7,1529,34.1,11,normal
12733,8234,L,299.2,310.6,1534,39.7,83,normal
12734,17508,L,301.92,311.22,1334,64.77,204,failure
